-630.882,Less Than Lower Bound -126.1455
965.85,More than Upper Bound 219.6825
-269.7912,Less Than Lower Bound -126.1455
113.28,113.28
1124.901,More than Upper Bound 219.6825
1192.86,More than Upper Bound 219.6825
0,0
498.33,More than Upper Bound 219.6825
320.3172,More than Upper Bound 219.6825
513.36,More than Upper Bound 219.6825
1159.02,More than Upper Bound 219.6825
197.19,197.19
738.96,More than Upper Bound 219.6825
927.78,More than Upper Bound 219.6825
96.39,96.39
-0.054,-0.054
34.944,34.944
1465.2,More than Upper Bound 219.6825
861.372,More than Upper Bound 219.6825
790.416,More than Upper Bound 219.6825
178.92,178.92
308.4,More than Upper Bound 219.6825
1517.712,More than Upper Bound 219.6825
366.6348,More than Upper Bound 219.6825
914.76,More than Upper Bound 219.6825
747.816,More than Upper Bound 219.6825
-2211.165,Less Than Lower Bound -126.1455
2365.9818,More than Upper Bound 219.6825
-1783.08,Less Than Lower Bound -126.1455
261.24,More than Upper Bound 219.6825
587.19,More than Upper Bound 219.6825
367.08,More than Upper Bound 219.6825
334.4985,More than Upper Bound 219.6825
589.2,More than Upper Bound 219.6825
327.9458,More than Upper Bound 219.6825
1868.13,More than Upper Bound 219.6825
116.4,116.4
258.93,More than Upper Bound 219.6825
2239.9872,More than Upper Bound 219.6825
4946.37,More than Upper Bound 219.6825
-37.83,-37.83
-265.761,Less Than Lower Bound -126.1455
312.66,More than Upper Bound 219.6825
493.7856,More than Upper Bound 219.6825
1119.9968,More than Upper Bound 219.6825
260.6112,More than Upper Bound 219.6825
508.00876,More than Upper Bound 219.6825
572.55,More than Upper Bound 219.6825
1025.46,More than Upper Bound 219.6825
140.8248,140.8248
946.6338,More than Upper Bound 219.6825
100.196,100.196
156.402,156.402
785.82,More than Upper Bound 219.6825
-286.92,Less Than Lower Bound -126.1455
673.8816,More than Upper Bound 219.6825
503.64,More than Upper Bound 219.6825
988.12,More than Upper Bound 219.6825
534.24,More than Upper Bound 219.6825
268.38,More than Upper Bound 219.6825
256.784,More than Upper Bound 219.6825
210.8568,210.8568
747.612,More than Upper Bound 219.6825
174.15,174.15
321.84,More than Upper Bound 219.6825
-214.725,Less Than Lower Bound -126.1455
523.08,More than Upper Bound 219.6825
-1784.895,Less Than Lower Bound -126.1455
296.658,More than Upper Bound 219.6825
36,36
679.996,More than Upper Bound 219.6825
160.605,160.605
848.4,More than Upper Bound 219.6825
-317.1528,Less Than Lower Bound -126.1455
38.948,38.948
2400.9657,More than Upper Bound 219.6825
887.6,More than Upper Bound 219.6825
1080.18,More than Upper Bound 219.6825
1444.59,More than Upper Bound 219.6825
1146.24,More than Upper Bound 219.6825
311.85,More than Upper Bound 219.6825
674.163,More than Upper Bound 219.6825
244.6155,More than Upper Bound 219.6825
125.1216,125.1216
-128.7198,Less Than Lower Bound -126.1455
1758.888,More than Upper Bound 219.6825
-0.024,-0.024
-36.39,-36.39
-6599.978,Less Than Lower Bound -126.1455
-0.024,-0.024
647.892,More than Upper Bound 219.6825
-740.295,Less Than Lower Bound -126.1455
127.134,127.134
488.6,More than Upper Bound 219.6825
744.48,More than Upper Bound 219.6825
139.32,139.32
-944.9946,Less Than Lower Bound -126.1455
629.28,More than Upper Bound 219.6825
664.719,More than Upper Bound 219.6825
-754.4145,Less Than Lower Bound -126.1455
1439.976,More than Upper Bound 219.6825
1440.24,More than Upper Bound 219.6825
745.875,More than Upper Bound 219.6825
204.282,204.282
1267.77,More than Upper Bound 219.6825
-140.715,Less Than Lower Bound -126.1455
1424.85,More than Upper Bound 219.6825
1069.2,More than Upper Bound 219.6825
591.045,More than Upper Bound 219.6825
2071.44,More than Upper Bound 219.6825
1644.2913,More than Upper Bound 219.6825
539.4432,More than Upper Bound 219.6825
257.5944,More than Upper Bound 219.6825
134.304,134.304
792.2691,More than Upper Bound 219.6825
1644.03,More than Upper Bound 219.6825
-11.934,-11.934
0,0
162.12,162.12
129.294,129.294
-84.3705,-84.3705
779.52,More than Upper Bound 219.6825
1470.21,More than Upper Bound 219.6825
1668.205,More than Upper Bound 219.6825
481.869,More than Upper Bound 219.6825
-332.28,Less Than Lower Bound -126.1455
352.3065,More than Upper Bound 219.6825
0,0
760.305,More than Upper Bound 219.6825
-219.1644,Less Than Lower Bound -126.1455
570.9,More than Upper Bound 219.6825
802.17,More than Upper Bound 219.6825
2939.31,More than Upper Bound 219.6825
119.97,119.97
328.23,More than Upper Bound 219.6825
484.224,More than Upper Bound 219.6825
664.44,More than Upper Bound 219.6825
594.72,More than Upper Bound 219.6825
191.9968,191.9968
977.22,More than Upper Bound 219.6825
833.76,More than Upper Bound 219.6825
361.44,More than Upper Bound 219.6825
830.55,More than Upper Bound 219.6825
378.876,More than Upper Bound 219.6825
325.701,More than Upper Bound 219.6825
593.91,More than Upper Bound 219.6825
498.807,More than Upper Bound 219.6825
734.928,More than Upper Bound 219.6825
1049.985,More than Upper Bound 219.6825
-1049.3406,Less Than Lower Bound -126.1455
606.36,More than Upper Bound 219.6825
140.16,140.16
856.44,More than Upper Bound 219.6825
1453.1238,More than Upper Bound 219.6825
1989.54,More than Upper Bound 219.6825
412.5394,More than Upper Bound 219.6825
209.58,209.58
327.5922,More than Upper Bound 219.6825
946.68,More than Upper Bound 219.6825
709.9365,More than Upper Bound 219.6825
1420.02,More than Upper Bound 219.6825
357.1575,More than Upper Bound 219.6825
-2750.28,Less Than Lower Bound -126.1455
444.483,More than Upper Bound 219.6825
401.814,More than Upper Bound 219.6825
38.196,38.196
1072.44,More than Upper Bound 219.6825
394.65,More than Upper Bound 219.6825
700.98,More than Upper Bound 219.6825
814.2,More than Upper Bound 219.6825
886.68,More than Upper Bound 219.6825
-221.571,Less Than Lower Bound -126.1455
111.28,111.28
126.4,126.4
-509.997,Less Than Lower Bound -126.1455
742.632,More than Upper Bound 219.6825
1276.4871,More than Upper Bound 219.6825
54.3,54.3
106,106
140.22,140.22
-225.162,Less Than Lower Bound -126.1455
383.706,More than Upper Bound 219.6825
1112.13,More than Upper Bound 219.6825
318.8598,More than Upper Bound 219.6825
322.92,More than Upper Bound 219.6825
390.6,More than Upper Bound 219.6825
18.8592,18.8592
44.436,44.436
1245.84,More than Upper Bound 219.6825
890.46,More than Upper Bound 219.6825
455.76,More than Upper Bound 219.6825
413.28,More than Upper Bound 219.6825
-11.16,-11.16
117.657,117.657
428.121,More than Upper Bound 219.6825
441.2884,More than Upper Bound 219.6825
-1268.04,Less Than Lower Bound -126.1455
621.792,More than Upper Bound 219.6825
735.0336,More than Upper Bound 219.6825
341.76,More than Upper Bound 219.6825
89.46,89.46
625.28,More than Upper Bound 219.6825
357,More than Upper Bound 219.6825
429.5772,More than Upper Bound 219.6825
381.297,More than Upper Bound 219.6825
374.9925,More than Upper Bound 219.6825
-1331.652,Less Than Lower Bound -126.1455
5039.9856,More than Upper Bound 219.6825
1563.48,More than Upper Bound 219.6825
556.9,More than Upper Bound 219.6825
-348.516,Less Than Lower Bound -126.1455
496.98,More than Upper Bound 219.6825
446.04,More than Upper Bound 219.6825
215.25,215.25
344.9718,More than Upper Bound 219.6825
-139.557,Less Than Lower Bound -126.1455
285.12,More than Upper Bound 219.6825
487.98,More than Upper Bound 219.6825
89.46,89.46
976.8,More than Upper Bound 219.6825
349.86,More than Upper Bound 219.6825
-870.3,Less Than Lower Bound -126.1455
-337.806,Less Than Lower Bound -126.1455
498.96,More than Upper Bound 219.6825
-27.828,-27.828
714,More than Upper Bound 219.6825
607.608,More than Upper Bound 219.6825
845.7,More than Upper Bound 219.6825
10.8189,10.8189
-2.1208,-2.1208
2817.99,More than Upper Bound 219.6825
-244.251,Less Than Lower Bound -126.1455
178.56,178.56
-35.091,-35.091
719.85,More than Upper Bound 219.6825
123.75,123.75
558.72,More than Upper Bound 219.6825
261.9,More than Upper Bound 219.6825
110.28,110.28
1416.8,More than Upper Bound 219.6825
711.84,More than Upper Bound 219.6825
-483.3,Less Than Lower Bound -126.1455
-63.6462,-63.6462
2302.9671,More than Upper Bound 219.6825
12.69,12.69
49.5,49.5
8399.976,More than Upper Bound 219.6825
460.62,More than Upper Bound 219.6825
-290.8752,Less Than Lower Bound -126.1455
847.041,More than Upper Bound 219.6825
511.52,More than Upper Bound 219.6825
2316.51,More than Upper Bound 219.6825
-50.976,-50.976
-76.5675,-76.5675
527.984,More than Upper Bound 219.6825
130.62,130.62
-619.596,Less Than Lower Bound -126.1455
69.36,69.36
200.9546,200.9546
566.02,More than Upper Bound 219.6825
764.3818,More than Upper Bound 219.6825
-1359.992,Less Than Lower Bound -126.1455
612.99,More than Upper Bound 219.6825
-258.495,Less Than Lower Bound -126.1455
393.24,More than Upper Bound 219.6825
1228.1787,More than Upper Bound 219.6825
-13.923,-13.923
-218.298,Less Than Lower Bound -126.1455
114.453,114.453
302.373,More than Upper Bound 219.6825
-0.216,-0.216
1172.88,More than Upper Bound 219.6825
366.282,More than Upper Bound 219.6825
273.78,More than Upper Bound 219.6825
160.3136,160.3136
449.991,More than Upper Bound 219.6825
250.992,More than Upper Bound 219.6825
1007.9832,More than Upper Bound 219.6825
355.44,More than Upper Bound 219.6825
-3009.435,Less Than Lower Bound -126.1455
726.825,More than Upper Bound 219.6825
287.919,More than Upper Bound 219.6825
161.76,161.76
182.688,182.688
737.925,More than Upper Bound 219.6825
-130.3863,Less Than Lower Bound -126.1455
195.285,195.285
348.81,More than Upper Bound 219.6825
90.81,90.81
13.20144,13.20144
232,More than Upper Bound 219.6825
175.5,175.5
0,0
368.256,More than Upper Bound 219.6825
65.7,65.7
114.252,114.252
441.36,More than Upper Bound 219.6825
280.44,More than Upper Bound 219.6825
-129.726,Less Than Lower Bound -126.1455
-417.813,Less Than Lower Bound -126.1455
1042.32,More than Upper Bound 219.6825
207.06,207.06
905.7,More than Upper Bound 219.6825
741.6,More than Upper Bound 219.6825
234.36,More than Upper Bound 219.6825
384.81,More than Upper Bound 219.6825
-95.7,-95.7
-337.806,Less Than Lower Bound -126.1455
160.77,160.77
674.73,More than Upper Bound 219.6825
-1303.056,Less Than Lower Bound -126.1455
46.88,46.88
756,More than Upper Bound 219.6825
265.44,More than Upper Bound 219.6825
426.58,More than Upper Bound 219.6825
191.316,191.316
-0.072,-0.072
261.8,More than Upper Bound 219.6825
541.3698,More than Upper Bound 219.6825
327.06,More than Upper Bound 219.6825
296.94,More than Upper Bound 219.6825
732.72,More than Upper Bound 219.6825
323.955,More than Upper Bound 219.6825
205.56,205.56
471.94,More than Upper Bound 219.6825
460.62,More than Upper Bound 219.6825
1035.58,More than Upper Bound 219.6825
297.5,More than Upper Bound 219.6825
292.8,More than Upper Bound 219.6825
265.92,More than Upper Bound 219.6825
423.0085,More than Upper Bound 219.6825
682.92,More than Upper Bound 219.6825
844.116,More than Upper Bound 219.6825
242.64,More than Upper Bound 219.6825
250.38,More than Upper Bound 219.6825
112.392,112.392
207.475,207.475
1722.48,More than Upper Bound 219.6825
323.82,More than Upper Bound 219.6825
381.96,More than Upper Bound 219.6825
1093.92,More than Upper Bound 219.6825
-189.456,Less Than Lower Bound -126.1455
91.95,91.95
1563.48,More than Upper Bound 219.6825
585.552,More than Upper Bound 219.6825
743.988,More than Upper Bound 219.6825
224.88,More than Upper Bound 219.6825
176.96,176.96
202.185,202.185
1035.58,More than Upper Bound 219.6825
420.588,More than Upper Bound 219.6825
601.9699,More than Upper Bound 219.6825
198.636,198.636
447.75,More than Upper Bound 219.6825
500.976,More than Upper Bound 219.6825
17.532,17.532
1459.2,More than Upper Bound 219.6825
1233,More than Upper Bound 219.6825
568.44,More than Upper Bound 219.6825
211.2552,211.2552
80.4,80.4
909.9818,More than Upper Bound 219.6825
534.48,More than Upper Bound 219.6825
909.54,More than Upper Bound 219.6825
459,More than Upper Bound 219.6825
324.3825,More than Upper Bound 219.6825
361.41,More than Upper Bound 219.6825
275.94,More than Upper Bound 219.6825
-0.024,-0.024
471.6,More than Upper Bound 219.6825
158.64,158.64
393.39,More than Upper Bound 219.6825
741.5,More than Upper Bound 219.6825
304.7,More than Upper Bound 219.6825
-191.163,Less Than Lower Bound -126.1455
417.96,More than Upper Bound 219.6825
849.87,More than Upper Bound 219.6825
0,0
1602.99,More than Upper Bound 219.6825
842.52,More than Upper Bound 219.6825
861.48,More than Upper Bound 219.6825
95.04,95.04
511.095,More than Upper Bound 219.6825
952.2,More than Upper Bound 219.6825
258.9,More than Upper Bound 219.6825
339.8778,More than Upper Bound 219.6825
-128.7468,Less Than Lower Bound -126.1455
86.6364,86.6364
712.44,More than Upper Bound 219.6825
228.36,More than Upper Bound 219.6825
978.84,More than Upper Bound 219.6825
84.96,84.96
116.952,116.952
1554.432,More than Upper Bound 219.6825
300.9,More than Upper Bound 219.6825
854.28,More than Upper Bound 219.6825
561.6,More than Upper Bound 219.6825
319.35,More than Upper Bound 219.6825
-913.176,Less Than Lower Bound -126.1455
90,90
44.04,44.04
970.2,More than Upper Bound 219.6825
390.8,More than Upper Bound 219.6825
276.534,More than Upper Bound 219.6825
195.44,195.44
353.133,More than Upper Bound 219.6825
1112.4,More than Upper Bound 219.6825
239.9058,More than Upper Bound 219.6825
-458.19,Less Than Lower Bound -126.1455
236.67,More than Upper Bound 219.6825
606.42,More than Upper Bound 219.6825
439.2,More than Upper Bound 219.6825
-993.195,Less Than Lower Bound -126.1455
767.2005,More than Upper Bound 219.6825
375.7774,More than Upper Bound 219.6825
290.598,More than Upper Bound 219.6825
68.31,68.31
293.16,More than Upper Bound 219.6825
481.47,More than Upper Bound 219.6825
225.36,More than Upper Bound 219.6825
-111.6,-111.6
541.8,More than Upper Bound 219.6825
956.58,More than Upper Bound 219.6825
260.1,More than Upper Bound 219.6825
509.568,More than Upper Bound 219.6825
14.4315,14.4315
300.076,More than Upper Bound 219.6825
33.3124,33.3124
852.48,More than Upper Bound 219.6825
-3059.82,Less Than Lower Bound -126.1455
482.22,More than Upper Bound 219.6825
260.4,More than Upper Bound 219.6825
519.21,More than Upper Bound 219.6825
348.24,More than Upper Bound 219.6825
252.896,More than Upper Bound 219.6825
1159.9855,More than Upper Bound 219.6825
-18.18,-18.18
874.9875,More than Upper Bound 219.6825
653.4,More than Upper Bound 219.6825
319.8,More than Upper Bound 219.6825
122.85,122.85
244.2,More than Upper Bound 219.6825
232.68,More than Upper Bound 219.6825
-1023.03,Less Than Lower Bound -126.1455
583.38,More than Upper Bound 219.6825
460.08,More than Upper Bound 219.6825
246.84,More than Upper Bound 219.6825
839.04,More than Upper Bound 219.6825
-98.205,-98.205
333.048,More than Upper Bound 219.6825
89.04,89.04
-953.442,Less Than Lower Bound -126.1455
352.08,More than Upper Bound 219.6825
553.98,More than Upper Bound 219.6825
119.55,119.55
215.9973,215.9973
341.49,More than Upper Bound 219.6825
184.995,184.995
6.6,6.6
340.2,More than Upper Bound 219.6825
316.701,More than Upper Bound 219.6825
324.18,More than Upper Bound 219.6825
1246.8,More than Upper Bound 219.6825
573.12,More than Upper Bound 219.6825
-127.413,Less Than Lower Bound -126.1455
-292.1,Less Than Lower Bound -126.1455
0,0
40.95,40.95
992.16,More than Upper Bound 219.6825
-734.5264,Less Than Lower Bound -126.1455
341.73,More than Upper Bound 219.6825
1995.99,More than Upper Bound 219.6825
110.28,110.28
239.996,More than Upper Bound 219.6825
518.76,More than Upper Bound 219.6825
449.985,More than Upper Bound 219.6825
105.24,105.24
356.0414,More than Upper Bound 219.6825
747.72,More than Upper Bound 219.6825
260.82,More than Upper Bound 219.6825
751.7601,More than Upper Bound 219.6825
593.64,More than Upper Bound 219.6825
653.1,More than Upper Bound 219.6825
-776.325,Less Than Lower Bound -126.1455
1040.55,More than Upper Bound 219.6825
52.4979,52.4979
332.7,More than Upper Bound 219.6825
188.64,188.64
175.5156,175.5156
421.56,More than Upper Bound 219.6825
-295.9785,Less Than Lower Bound -126.1455
843.1706,More than Upper Bound 219.6825
226.92,More than Upper Bound 219.6825
1383.9,More than Upper Bound 219.6825
231.264,More than Upper Bound 219.6825
922.05,More than Upper Bound 219.6825
35.36,35.36
581.64,More than Upper Bound 219.6825
939.26,More than Upper Bound 219.6825
606.2,More than Upper Bound 219.6825
150.294,150.294
133.605,133.605
222.66,More than Upper Bound 219.6825
180.441,180.441
196.533,196.533
271.08,More than Upper Bound 219.6825
-207.844,Less Than Lower Bound -126.1455
320.04,More than Upper Bound 219.6825
873.36,More than Upper Bound 219.6825
274.9185,More than Upper Bound 219.6825
394.245,More than Upper Bound 219.6825
-9.492,-9.492
391.77,More than Upper Bound 219.6825
-56.1114,-56.1114
67.84,67.84
168.3,168.3
359.3025,More than Upper Bound 219.6825
176.4,176.4
681.204,More than Upper Bound 219.6825
-2287.782,Less Than Lower Bound -126.1455
141.1884,141.1884
568.32,More than Upper Bound 219.6825
829.5,More than Upper Bound 219.6825
83.281,83.281
405.72,More than Upper Bound 219.6825
-113.364,-113.364
630.99,More than Upper Bound 219.6825
473.907,More than Upper Bound 219.6825
303.7,More than Upper Bound 219.6825
690.12,More than Upper Bound 219.6825
172.92,172.92
244.2496,More than Upper Bound 219.6825
1081.35,More than Upper Bound 219.6825
-68.7225,-68.7225
399.2994,More than Upper Bound 219.6825
312.676,More than Upper Bound 219.6825
391.35,More than Upper Bound 219.6825
274.08,More than Upper Bound 219.6825
-238.028,Less Than Lower Bound -126.1455
-103.608,-103.608
746.4078,More than Upper Bound 219.6825
669.76,More than Upper Bound 219.6825
101.76,101.76
-15.4188,-15.4188
665.4,More than Upper Bound 219.6825
1537.83,More than Upper Bound 219.6825
-597.681,Less Than Lower Bound -126.1455
-133.728,Less Than Lower Bound -126.1455
499.446,More than Upper Bound 219.6825
772.68,More than Upper Bound 219.6825
381.78,More than Upper Bound 219.6825
173.25,173.25
185.64,185.64
74.16,74.16
183.24,183.24
131.82,131.82
1163.883,More than Upper Bound 219.6825
-102.411,-102.411
-134.064,Less Than Lower Bound -126.1455
2447.1,More than Upper Bound 219.6825
-1806.24,Less Than Lower Bound -126.1455
961.38,More than Upper Bound 219.6825
291.3778,More than Upper Bound 219.6825
124.788,124.788
272.58,More than Upper Bound 219.6825
505.176,More than Upper Bound 219.6825
88.0299,88.0299
2591.9568,More than Upper Bound 219.6825
0,0
256.41,More than Upper Bound 219.6825
238.98,More than Upper Bound 219.6825
944.9865,More than Upper Bound 219.6825
820.44,More than Upper Bound 219.6825
301.466,More than Upper Bound 219.6825
-786.0144,Less Than Lower Bound -126.1455
463.26,More than Upper Bound 219.6825
282.516,More than Upper Bound 219.6825
209.706,209.706
43.32,43.32
62.1,62.1
624.9875,More than Upper Bound 219.6825
793.716,More than Upper Bound 219.6825
90.972,90.972
266.58,More than Upper Bound 219.6825
1035.58,More than Upper Bound 219.6825
114.972,114.972
115.2,115.2
449.04,More than Upper Bound 219.6825
500.184,More than Upper Bound 219.6825
517.4793,More than Upper Bound 219.6825
-576.909,Less Than Lower Bound -126.1455
41.25,41.25
382.2,More than Upper Bound 219.6825
795.24,More than Upper Bound 219.6825
421.2,More than Upper Bound 219.6825
1341.15,More than Upper Bound 219.6825
-112.752,-112.752
275.7,More than Upper Bound 219.6825
321.552,More than Upper Bound 219.6825
183.288,183.288
0,0
610.812,More than Upper Bound 219.6825
16.56,16.56
515.7525,More than Upper Bound 219.6825
345.15,More than Upper Bound 219.6825
121.9644,121.9644
165.66,165.66
730.26,More than Upper Bound 219.6825
689.088,More than Upper Bound 219.6825
1264.7559,More than Upper Bound 219.6825
742.35,More than Upper Bound 219.6825
237.15,More than Upper Bound 219.6825
-1128.435,Less Than Lower Bound -126.1455
83.04,83.04
-487.368,Less Than Lower Bound -126.1455
-12.849,-12.849
152.7,152.7
57,57
553.3902,More than Upper Bound 219.6825
508.95,More than Upper Bound 219.6825
469.44,More than Upper Bound 219.6825
46.9206,46.9206
419.8032,More than Upper Bound 219.6825
930.48,More than Upper Bound 219.6825
20.9148,20.9148
-1665.0522,Less Than Lower Bound -126.1455
858.9,More than Upper Bound 219.6825
189.42,189.42
-36.081,-36.081
0,0
83.5128,83.5128
59.6556,59.6556
180.1,180.1
-0.12,-0.12
202.32,202.32
284.1855,More than Upper Bound 219.6825
275.52,More than Upper Bound 219.6825
1989.54,More than Upper Bound 219.6825
364.4595,More than Upper Bound 219.6825
165.5986,165.5986
610.8624,More than Upper Bound 219.6825
455.565,More than Upper Bound 219.6825
-571.32,Less Than Lower Bound -126.1455
18,18
-1172.736,Less Than Lower Bound -126.1455
323.4,More than Upper Bound 219.6825
230.128,More than Upper Bound 219.6825
286.56,More than Upper Bound 219.6825
246.72,More than Upper Bound 219.6825
325.611,More than Upper Bound 219.6825
241.38,More than Upper Bound 219.6825
-53.37,-53.37
292.776,More than Upper Bound 219.6825
928.44,More than Upper Bound 219.6825
18.72,18.72
1528.38,More than Upper Bound 219.6825
21.69,21.69
300.735,More than Upper Bound 219.6825
-689.256,Less Than Lower Bound -126.1455
180.06,180.06
26.73,26.73
536.22,More than Upper Bound 219.6825
-706.248,Less Than Lower Bound -126.1455
346.0396,More than Upper Bound 219.6825
872.82816,More than Upper Bound 219.6825
899.1,More than Upper Bound 219.6825
778.92,More than Upper Bound 219.6825
953.274,More than Upper Bound 219.6825
-599.94,Less Than Lower Bound -126.1455
754.704,More than Upper Bound 219.6825
1141.2,More than Upper Bound 219.6825
667.113,More than Upper Bound 219.6825
626.185,More than Upper Bound 219.6825
567,More than Upper Bound 219.6825
55.89,55.89
247.996,More than Upper Bound 219.6825
91.2,91.2
94.836,94.836
1032.57,More than Upper Bound 219.6825
-1558.152,Less Than Lower Bound -126.1455
1015.02,More than Upper Bound 219.6825
742.632,More than Upper Bound 219.6825
286.56,More than Upper Bound 219.6825
148.68,148.68
781.74,More than Upper Bound 219.6825
222.76,More than Upper Bound 219.6825
756.8715,More than Upper Bound 219.6825
182.4,182.4
-880.956,Less Than Lower Bound -126.1455
-295.5096,Less Than Lower Bound -126.1455
382.176,More than Upper Bound 219.6825
200.52,200.52
-690.536,Less Than Lower Bound -126.1455
107.487,107.487
272.52,More than Upper Bound 219.6825
473.6106,More than Upper Bound 219.6825
213.216,213.216
-1021.671,Less Than Lower Bound -126.1455
391.4976,More than Upper Bound 219.6825
1341.15,More than Upper Bound 219.6825
195.34536,195.34536
327.24,More than Upper Bound 219.6825
51.42,51.42
103.44,103.44
-407.136,Less Than Lower Bound -126.1455
505.8,More than Upper Bound 219.6825
820.32,More than Upper Bound 219.6825
901.56,More than Upper Bound 219.6825
-886.05,Less Than Lower Bound -126.1455
140.9568,140.9568
26.16,26.16
108.783,108.783
1060.56,More than Upper Bound 219.6825
357.1911,More than Upper Bound 219.6825
98.28,98.28
241.1046,More than Upper Bound 219.6825
359.52,More than Upper Bound 219.6825
-445.113,Less Than Lower Bound -126.1455
639.51,More than Upper Bound 219.6825
455.64,More than Upper Bound 219.6825
259.02,More than Upper Bound 219.6825
1098.45,More than Upper Bound 219.6825
291.6,More than Upper Bound 219.6825
100.98,100.98
92.392,92.392
1423.44,More than Upper Bound 219.6825
148.3524,148.3524
335.9944,More than Upper Bound 219.6825
-81.81,-81.81
57.33,57.33
865.08,More than Upper Bound 219.6825
106.7412,106.7412
-5.853,-5.853
0,0
-0.032,-0.032
111.517,111.517
1220.25,More than Upper Bound 219.6825
190.05,190.05
-396.4275,Less Than Lower Bound -126.1455
534.33,More than Upper Bound 219.6825
843.1706,More than Upper Bound 219.6825
9.0912,9.0912
-1294.3503,Less Than Lower Bound -126.1455
397.53,More than Upper Bound 219.6825
-326.97,Less Than Lower Bound -126.1455
397.08,More than Upper Bound 219.6825
509.86,More than Upper Bound 219.6825
860.16,More than Upper Bound 219.6825
-96.96,-96.96
-495.63,Less Than Lower Bound -126.1455
97.38,97.38
94.2784,94.2784
-53.01,-53.01
146.16,146.16
97.1946,97.1946
899.982,More than Upper Bound 219.6825
-1736.28,Less Than Lower Bound -126.1455
249.995,More than Upper Bound 219.6825
82.26,82.26
141.96,141.96
79.56,79.56
69.3,69.3
488.6,More than Upper Bound 219.6825
-152.4924,Less Than Lower Bound -126.1455
353.5792,More than Upper Bound 219.6825
249.72,More than Upper Bound 219.6825
959.14,More than Upper Bound 219.6825
-0.126,-0.126
139.98,139.98
296.082,More than Upper Bound 219.6825
714.96,More than Upper Bound 219.6825
310.8,More than Upper Bound 219.6825
-447.18,Less Than Lower Bound -126.1455
-813.492,Less Than Lower Bound -126.1455
291.6,More than Upper Bound 219.6825
1155.36,More than Upper Bound 219.6825
-2639.9912,Less Than Lower Bound -126.1455
178.94928,178.94928
-117.882,-117.882
-0.189,-0.189
-195.4425,Less Than Lower Bound -126.1455
313.2624,More than Upper Bound 219.6825
169.14,169.14
209.993,209.993
-128.88,Less Than Lower Bound -126.1455
312.912,More than Upper Bound 219.6825
-60.27,-60.27
70.49,70.49
145.782,145.782
338.22,More than Upper Bound 219.6825
102.84,102.84
292.8,More than Upper Bound 219.6825
115.32,115.32
43.4646,43.4646
659.98,More than Upper Bound 219.6825
-63.756,-63.756
123.75,123.75
7.263,7.263
